"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"LockApp","8","607","2203744415744","54157312","15982592","28784","C:\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","Microsoft Corporation","0.421875","10.0.19041.2193 (WinBuild.160101.0800)","10.0.19041.2193","LockApp.exe","Microsoft? Windows? Operating System","Process","8",,"False",,"4476","Microsoft.Win32.SafeHandles.SafeProcessHandle","607","14984",".","0","","System.Diagnostics.ProcessModule (LockApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28784","28784","15982592","15982592","633280","633280","17752064","17752064","68771840","68771840","439824384","2203758047232","True","Normal","15982592","15982592","00:00:00.1406250","LockApp","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 08:09:23",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4218750","00:00:00.2812500","426192896","2203744415744","False",,,,"54157312","54157312",,
"lsass","0","1818","2203428519936","18972672","10862592","31512","C:\WINDOWS\system32\lsass.exe","Microsoft Corporation","171.671875","10.0.19041.2130 (WinBuild.160101.0800)","10.0.19041.2130","Local Security Authority Process","Microsoft? Windows? Operating System","Process","9",,"False",,"6652","Microsoft.Win32.SafeHandles.SafeProcessHandle","1818","984",".","0","","System.Diagnostics.ProcessModule (lsass.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","31512","31512","10862592","10862592","186912","186912","11599872","11599872","25956352","25956352","122351616","2203440574464","True","Normal","10862592","10862592","00:01:14.5468750","lsass","15","True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:11:45",,"System.Diagnostics.ProcessThreadCollection","00:02:51.6718750","00:01:37.1250000","110297088","2203428519936","False",,,,"18972672","18972672",,
"Memory Compression","0","0","712245248","614785024","1662976","0",,,"368.328125",,,,,"Process","8",,,,,,"0","2720",".","0","",,,,,"0","0","1662976","1662976","4224","4224","1994752","1994752","764497920","764497920","843841536","843841536",,,"1662976","1662976","00:06:08.3281250","Memory Compression",,"True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:11:58",,"System.Diagnostics.ProcessThreadCollection","00:06:08.3281250","00:00:00","712245248","712245248","False",,,,"614785024","614785024",,
"Microsoft.Photos","8","990","39725326336","2355200","61235200","56672","C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2022.30120.12006.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe","Microsoft Corporation","3","2022.30120.12006.00000","2022.30120.1200600000-release2022.09","Microsoft.Photos.exe","Microsoft Photos","Process","8",,"False",,"6060","Microsoft.Win32.SafeHandles.SafeProcessHandle","990","13440",".","0","","System.Diagnostics.ProcessModule (Microsoft.Photos.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","56672","56672","61235200","61235200","970960","970960","61927424","61927424","90316800","90316800","1077944320","39732649984","True","Normal","61235200","61235200","00:00:01.5156250","Microsoft.Photos","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 08:11:30",,"System.Diagnostics.ProcessThreadCollection","00:00:03","00:00:01.4843750","1070620672","39725326336","False",,,,"2355200","2355200",,
"MicrosoftSecurityApp","8","1367","5526769664","130707456","153042944","73360","C:\Program Files\WindowsApps\Microsoft.6365217CE6EB4_102.2211.21001.0_x64__8wekyb3d8bbwe\MicrosoftSecurityApp\MicrosoftSecurityApp.exe","Microsoft Corporation","37.96875","1.2.2211.21001","1.2.221121001-gibraltar","MicrosoftSecurityApp.exe","Microsoft Defender","Process","8",,"False",,"3312","Microsoft.Win32.SafeHandles.SafeProcessHandle","1367","9372",".","0","","System.Diagnostics.ProcessModule (MicrosoftSecurityApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","73360","73360","153042944","153042944","1073056","1073056","169988096","169988096","219607040","219607040","1287827456","5582794752","True","Normal","153042944","153042944","00:00:15.4531250","MicrosoftSecurityApp","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:19",,"System.Diagnostics.ProcessThreadCollection","00:00:37.9687500","00:00:22.5156250","1231802368","5526769664","False",,,,"130707456","130707456",,
"MicrosoftSqlToolsServiceLayer","8","411","2204128116736","40345600","60358656","51680","c:\Users\Anindita\.vscode\extensions\ms-mssql.mssql-1.16.0\sqltoolsservice\4.2.1.5\Windows\MicrosoftSqlToolsServiceLayer.exe","Microsoft","5.296875","1.0.0.0","1.0.0.0","SqlTools Editor Services Host Protocol Library","SqlTools Editor Services","Process","8",,"False",,"3368","Microsoft.Win32.SafeHandles.SafeProcessHandle","411","6540",".","0","","System.Diagnostics.ProcessModule (MicrosoftSqlToolsServiceLayer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","51680","51680","60358656","60358656","367816","367816","61018112","61018112","89329664","89329664","822673408","2204140896256","True","Normal","60358656","60358656","00:00:01.2656250","MicrosoftSqlToolsServiceLayer","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:26",,"System.Diagnostics.ProcessThreadCollection","00:00:05.2968750","00:00:04.0312500","809893888","2204128116736","False",,,,"40345600","40345600",,
"MoUsoCoreWorker","0","740","2203436662784","24928256","14860288","19280","C:\Windows\System32\mousocoreworker.exe","Microsoft Corporation","32.34375","10.0.19041.2311 (WinBuild.160101.0800)","10.0.19041.2311","MoUSO Core Worker Process","Microsoft? Windows? Operating System","Process","8",,"False",,"3776","Microsoft.Win32.SafeHandles.SafeProcessHandle","740","11288",".","0","","System.Diagnostics.ProcessModule (mousocoreworker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19280","19280","14860288","14860288","205152","205152","17281024","17281024","33652736","33652736","148283392","2203466506240","True","Normal","14860288","14860288","00:00:14.1875000","MoUsoCoreWorker","15","True","0","System.Diagnostics.ProcessStartInfo","17-12-2022 23:57:22",,"System.Diagnostics.ProcessThreadCollection","00:00:32.3437500","00:00:18.1562500","118439936","2203436662784","False",,,,"24928256","24928256",,
"msedge","8","342","2306907938816","35614720","12562432","18760","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","4.125","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"1476","Microsoft.Win32.SafeHandles.SafeProcessHandle","342","3284",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18760","18760","12562432","12562432","730968","730968","12763136","12763136","37441536","37441536","569221120","2306966659072","True","Normal","12562432","12562432","00:00:02.0625000","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:17",,"System.Diagnostics.ProcessThreadCollection","00:00:04.1250000","00:00:02.0625000","510500864","2306907938816","False",,,,"35614720","35614720",,
"msedge","8","216","2306836586496","17952768","8224768","14000","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.265625","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"4116","Microsoft.Win32.SafeHandles.SafeProcessHandle","216","6316",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14000","14000","8224768","8224768","664912","664912","8359936","8359936","19820544","19820544","455925760","2306853363712","True","Normal","8224768","8224768","00:00:00.1406250","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:17",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.1250000","439148544","2306836586496","False",,,,"17952768","17952768",,
"msedge","8","158","2272202653696","7229440","2117632","9648","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.09375","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3436","Microsoft.Win32.SafeHandles.SafeProcessHandle","158","6780",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9648","9648","2117632","2117632","120168","120168","2289664","2289664","8007680","8007680","190119936","2272227819520","True","Normal","2117632","2117632","00:00:00.0468750","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:11",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0468750","164954112","2272202653696","False",,,,"7229440","7229440",,
"msedge","8","224","3485293805568","24911872","15249408","14936","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.53125","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"6240","Microsoft.Win32.SafeHandles.SafeProcessHandle","224","9728",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14936","14936","15249408","15249408","660864","660864","15364096","15364096","30740480","30740480","2092216320","3485310693376","True","Idle","15249408","15249408","00:00:00.2031250","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:46:23",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5312500","00:00:00.3281250","2075328512","3485293805568","False",,,,"24911872","24911872",,
"msedge","8","286","2306870779904","25395200","9474048","16584","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","0.5","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"6788","Microsoft.Win32.SafeHandles.SafeProcessHandle","286","10136",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16584","16584","9474048","9474048","725128","725128","9580544","9580544","28135424","28135424","498507776","2306895945728","True","Normal","9474048","9474048","00:00:00.1562500","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:46:33",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5000000","00:00:00.3437500","473341952","2306870779904","False",,,,"25395200","25395200",,
"msedge","8","1409","2341609263104","126496768","63053824","50368","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","31.75","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","8",,"False",,"3780","Microsoft.Win32.SafeHandles.SafeProcessHandle","1409","11676",".","131818","IPACCT | User information portal - Personal - Microsoft? Edge","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","50368","50368","63053824","63053824","1121936","1121936","68112384","68112384","159965184","159965184","1017364480","2341774540800","True","Normal","63053824","63053824","00:00:16.5781250","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:10",,"System.Diagnostics.ProcessThreadCollection","00:00:31.7500000","00:00:15.1718750","852086784","2341609263104","False",,,,"126496768","126496768",,
"msedge","8","475","2307202170880","52539392","53669888","24504","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","17.78125","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","10",,"False",,"6728","Microsoft.Win32.SafeHandles.SafeProcessHandle","475","11768",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24504","24504","53669888","53669888","1067200","1067200","102756352","102756352","135843840","135843840","847040512","2307244478464","True","AboveNormal","53669888","53669888","00:00:06.8593750","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:17",,"System.Diagnostics.ProcessThreadCollection","00:00:17.7812500","00:00:10.9218750","804732928","2307202170880","False",,,,"52539392","52539392",,
"msedge","8","317","3485336576000","58761216","31838208","17992","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","Microsoft Corporation","4.34375","108.0.1462.54","108.0.1462.54","Microsoft Edge","Microsoft Edge","Process","4",,"False",,"6456","Microsoft.Win32.SafeHandles.SafeProcessHandle","317","12644",".","0","","System.Diagnostics.ProcessModule (msedge.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17992","17992","31838208","31838208","680912","680912","35328000","35328000","83460096","83460096","454037504","3487967481856","True","Idle","31838208","31838208","00:00:01.1093750","msedge","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:46:22",,"System.Diagnostics.ProcessThreadCollection","00:00:04.3437500","00:00:03.2343750","2118098944","3485336576000","False",,,,"58761216","58761216",,
"MsMpEng","0","987","2204078288896","252456960","382590976","97920",,,"13002.125",,,,,"Process","8",,,,,,"987","3048",".","0","",,,,,"97920","97920","382590976","382590976","578624","578624","895504384","895504384","785055744","785055744","1277792256","2204596015104",,,"382590976","382590976","00:34:05.3437500","MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:12:05",,"System.Diagnostics.ProcessThreadCollection","03:36:42.1875000","03:02:36.8437500","760066048","2204078288896","False",,,,"252456960","252456960",,
"NisSrv","0","213","2203418095616","5222400","4460544","11376",,,"3.8125",,,,,"Process","8",,,,,,"213","4228",".","0","",,,,,"11376","11376","4460544","4460544","117552","117552","4878336","4878336","11907072","11907072","103567360","2203421790208",,,"4460544","4460544","00:00:01","NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:14:09",,"System.Diagnostics.ProcessThreadCollection","00:00:03.8125000","00:00:02.8125000","99872768","2203418095616","False",,,,"5222400","5222400",,
"notepad","8","238","2203472789504","14008320","2678784","12760","C:\WINDOWS\system32\notepad.exe","Microsoft Corporation","0.5","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Notepad","Microsoft? Windows? Operating System","Process","8",,"False",,"4416","Microsoft.Win32.SafeHandles.SafeProcessHandle","238","13768",".","919114","*Untitled - Notepad","System.Diagnostics.ProcessModule (notepad.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12760","12760","2678784","2678784","216592","216592","3231744","3231744","15552512","15552512","161910784","2203480133632","True","Normal","2678784","2678784","00:00:00.3125000","notepad","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 10:33:11",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5000000","00:00:00.1875000","154566656","2203472789504","False",,,,"14008320","14008320",,
"OfficeClickToRun","0","827","2203632939008","46149632","47906816","29448","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe","Microsoft Corporation","36.75","16.0.15831.20202","16.0.15831.20202","Microsoft Office Click-to-Run (SxS)","Microsoft Office","Process","8",,"False",,"1512","Microsoft.Win32.SafeHandles.SafeProcessHandle","827","2340",".","0","","System.Diagnostics.ProcessModule (OfficeClickToRun.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29448","29448","47906816","47906816","391120","391120","90976256","90976256","114987008","114987008","339976192","2203658199040","True","Normal","47906816","47906816","00:00:16.4531250","OfficeClickToRun","15","True","0","System.Diagnostics.ProcessStartInfo","17-12-2022 18:07:15",,"System.Diagnostics.ProcessThreadCollection","00:00:36.7500000","00:00:20.2968750","314716160","2203632939008","False",,,,"46149632","46149632",,
"ONENOTE","8","1448","2204112191488","128135168","81567744","51648","C:\Program Files\Microsoft Office\root\Office16\ONENOTE.EXE","Microsoft Corporation","189.203125","16.0.15831.20208","16.0.15831.20208","Microsoft OneNote","Microsoft OneNote","Process","8",,"False",,"5596","Microsoft.Win32.SafeHandles.SafeProcessHandle","1448","1268",".","67206","Basics of PowerShell Scripting - OneNote","System.Diagnostics.ProcessModule (ONENOTE.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","51648","51648","81567744","81567744","1501096","1501096","82206720","82206720","192278528","192278528","845578240","2204163801088","True","Normal","81567744","81567744","00:00:54.6093750","ONENOTE","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 09:18:40",,"System.Diagnostics.ProcessThreadCollection","00:03:09.2031250","00:02:14.5937500","793968640","2204112191488","False",,,,"128135168","128135168",,
"ONENOTEM","8","164","2203436457984","1441792","2613248","10464","C:\Program Files\Microsoft Office\root\Office16\ONENOTEM.EXE","Microsoft Corporation","0.265625","16.0.15831.20208","16.0.15831.20208","Send to OneNote Tool","Microsoft OneNote","Process","8",,"False",,"6388","Microsoft.Win32.SafeHandles.SafeProcessHandle","164","14092",".","0","","System.Diagnostics.ProcessModule (ONENOTEM.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","2613248","2613248","163944","163944","2764800","2764800","11632640","11632640","123478016","2203441700864","True","Normal","2613248","2613248","00:00:00.1562500","ONENOTEM","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:22",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.1093750","118235136","2203436457984","False",,,,"1441792","1441792",,
"PhoneExperienceHost","8","1095","2204561244160","105541632","67149824","81096","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.22102.229.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe","Microsoft Corporation","2.59375","1.22102.229.0","1.22102.229.0","Microsoft Phone Link","Microsoft Your Phone","Process","8",,"False",,"4500","Microsoft.Win32.SafeHandles.SafeProcessHandle","1095","11984",".","0","","System.Diagnostics.ProcessModule (PhoneExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","81096","81096","67149824","67149824","1035472","1035472","68460544","68460544","149807104","149807104","1285500928","2204603723776","True","Normal","67149824","67149824","00:00:01","PhoneExperienceHost","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 11:45:32",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5937500","00:00:01.5937500","1243021312","2204561244160","False",,,,"105541632","105541632",,
"powershell","8","1293","2204479410176","357363712","371544064","92912","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","429.265625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4360","Microsoft.Win32.SafeHandles.SafeProcessHandle","1293","5212",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","92912","92912","371544064","371544064","731248","731248","394821632","394821632","379994112","379994112","1176981504","2204495204352","True","Normal","371544064","371544064","00:00:53.2656250","powershell","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 10:09:09",,"System.Diagnostics.ProcessThreadCollection","00:07:09.2812500","00:06:16.0156250","1161187328","2204479410176","False",,,,"357363712","357363712",,
"powershell","8","414","2204010348544","49840128","63696896","26880","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","4.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4260","Microsoft.Win32.SafeHandles.SafeProcessHandle","414","7448",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26880","26880","63696896","63696896","469664","469664","68743168","68743168","77615104","77615104","705114112","2204023336960","True","Normal","63696896","63696896","00:00:02.9062500","powershell","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:26",,"System.Diagnostics.ProcessThreadCollection","00:00:04.0781250","00:00:01.1718750","692125696","2204010348544","False",,,,"49840128","49840128",,
"powershell","8","514","2204026097664","53788672","62836736","30288","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","8.078125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"4128","Microsoft.Win32.SafeHandles.SafeProcessHandle","514","14796",".","67374","Select Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30288","30288","62836736","62836736","500920","500920","88580096","88580096","101756928","101756928","719540224","2204037763072","True","Normal","62836736","62836736","00:00:04.0781250","powershell","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 09:20:27",,"System.Diagnostics.ProcessThreadCollection","00:00:08.0781250","00:00:04","707874816","2204026097664","False",,,,"53788672","53788672",,
"Registry","0","0","159162368","70426624","9388032","16320",,,"12.96875",,,,,"Process","8",,,,,,"0","100",".","0","",,,,,"16320","16320","9388032","9388032","315088","315088","120967168","120967168","346505216","346505216","460824576","460824576",,,"9388032","9388032","00:00:12.9687500","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:10:16",,"System.Diagnostics.ProcessThreadCollection","00:00:12.9687500","00:00:00","159162368","159162368","False",,,,"70426624","70426624",,
"RstMwService","0","139","2203394543616","1675264","1552384","7944","C:\WINDOWS\System32\DriverStore\FileRepository\iastorac.inf_amd64_ba273d0ffb93e225\RstMwService.exe","Intel Corporation","0.328125","17.11.0.1000","17.11.0.1000","Intel(R) Rapid Storage Technology Management Service","Intel(R) Rapid Storage Technology Management Service","Process","8",,"False",,"4124","Microsoft.Win32.SafeHandles.SafeProcessHandle","139","4036",".","0","","System.Diagnostics.ProcessModule (RstMwService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7944","7944","1552384","1552384","82256","82256","1908736","1908736","7569408","7569408","80515072","2203398737920","True","Normal","1552384","1552384","00:00:00.1562500","RstMwService","15","True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:12:04",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3281250","00:00:00.1718750","76320768","2203394543616","False",,,,"1675264","1675264",,
"RtkAudUService64","0","342","4416679936","5443584","4595712","13896","C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bb0c442560f99618\RtkAudUService64.exe","Realtek Semiconductor","6.328125","1.0.365.1","1.0.365.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","8",,"False",,"3888","Microsoft.Win32.SafeHandles.SafeProcessHandle","342","4064",".","0","","System.Diagnostics.ProcessModule (RtkAudUService64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13896","13896","4595712","4595712","157008","157008","4636672","4636672","12271616","12271616","122761216","4417728512","True","Normal","4595712","4595712","00:00:02.2187500","RtkAudUService64","15","True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:12:04",,"System.Diagnostics.ProcessThreadCollection","00:00:06.3281250","00:00:04.1093750","121712640","4416679936","False",,,,"5443584","5443584",,
"RtkAudUService64","8","337","4434284544","12062720","4014080","13632","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_bb0c442560f99618\RtkAudUService64.exe","Realtek Semiconductor","0.78125","1.0.365.1","1.0.365.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","8",,"False",,"5484","Microsoft.Win32.SafeHandles.SafeProcessHandle","337","9100",".","0","","System.Diagnostics.ProcessModule (RtkAudUService64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13632","13632","4014080","4014080","199472","199472","4096000","4096000","13115392","13115392","142462976","4437430272","True","Normal","4014080","4014080","00:00:00.3281250","RtkAudUService64","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:09",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7812500","00:00:00.4531250","139317248","4434284544","False",,,,"12062720","12062720",,
"RtkBtManServ","0","167","4373688320","3100672","1736704","7728","C:\WINDOWS\RtkBtManServ.exe","Realtek Semiconductor Corp.","1.9375","1.1.52.1","1.1.52.1","Realtek Bluetooth BTDevManager Service Application","Bluetooth Software","Process","8",,"False",,"3508","Microsoft.Win32.SafeHandles.SafeProcessHandle","167","4044",".","0","","System.Diagnostics.ProcessModule (RtkBtManServ.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7728","7728","1736704","1736704","84352","84352","2781184","2781184","8085504","8085504","86061056","4381028352","True","Normal","1736704","1736704","00:00:01.5781250","RtkBtManServ","15","True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:12:04",,"System.Diagnostics.ProcessThreadCollection","00:00:01.9375000","00:00:00.3593750","78721024","4373688320","False",,,,"3100672","3100672",,
"RuntimeBroker","8","443","2203521679360","32518144","10711040","22160","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","3.796875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4444","Microsoft.Win32.SafeHandles.SafeProcessHandle","443","2664",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22160","22160","10711040","10711040","330256","330256","12193792","12193792","40882176","40882176","225472512","2203543695360","True","Normal","10711040","10711040","00:00:01.7500000","RuntimeBroker","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 10:10:39",,"System.Diagnostics.ProcessThreadCollection","00:00:03.7968750","00:00:02.0468750","203456512","2203521679360","False",,,,"32518144","32518144",,
"RuntimeBroker","8","336","2203481018368","25772032","8306688","18352","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","6.421875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5940","Microsoft.Win32.SafeHandles.SafeProcessHandle","336","6776",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18352","18352","8306688","8306688","240840","240840","10366976","10366976","34459648","34459648","217698304","2203535921152","True","Normal","8306688","8306688","00:00:03.2656250","RuntimeBroker","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:46:33",,"System.Diagnostics.ProcessThreadCollection","00:00:06.4218750","00:00:03.1562500","162795520","2203481018368","False",,,,"25772032","25772032",,
"RuntimeBroker","8","131","2203406295040","7593984","1609728","8472","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.046875","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5808","Microsoft.Win32.SafeHandles.SafeProcessHandle","131","7940",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8472","8472","1609728","1609728","104504","104504","2048000","2048000","8679424","8679424","92418048","2203410640896","True","Normal","1609728","1609728","00:00:00.0312500","RuntimeBroker","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 16:17:51",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","88072192","2203406295040","False",,,,"7593984","7593984",,
