"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"ApplicationFrameHost","8","488","2203572580352","30945280","19546112","28552","C:\WINDOWS\system32\ApplicationFrameHost.exe","Microsoft Corporation","1.0625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Application Frame Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5268","Microsoft.Win32.SafeHandles.SafeProcessHandle","488","1924",".","1050444","Clock","System.Diagnostics.ProcessModule (ApplicationFrameHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","28552","28552","19546112","19546112","405656","405656","22315008","22315008","37982208","37982208","263315456","2203581538304","True","Normal","19546112","19546112","00:00:00.6406250","ApplicationFrameHost","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:58:46",,"System.Diagnostics.ProcessThreadCollection","00:00:01.0625000","00:00:00.4218750","254357504","2203572580352","False",,,,"30945280","30945280",,
"audiodg","0","234","2203416092672","14745600","10043392","14728","C:\WINDOWS\system32\AUDIODG.EXE","Microsoft Corporation","1675.609375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows Audio Device Graph Isolation ","Microsoft? Windows? Operating System","Process","8",,"False",,"4248","Microsoft.Win32.SafeHandles.SafeProcessHandle","234","11332",".","0","","System.Diagnostics.ProcessModule (AUDIODG.EXE)","11317248","10108928","System.Diagnostics.ProcessModuleCollection","14728","14728","10043392","10043392","113816","113816","10207232","10207232","16191488","16191488","99983360","2203418206208","True","Normal","10043392","10043392","00:18:36.2968750","audiodg","15","True","0","System.Diagnostics.ProcessStartInfo","22-12-2022 08:42:39",,"System.Diagnostics.ProcessThreadCollection","00:27:55.6093750","00:09:19.3125000","97869824","2203416092672","False",,,,"14745600","14745600",,
"BingSvc","8","418","218992640","40538112","23269376","25648","C:\Users\Anindita\AppData\Local\Microsoft\BingSvc\BingSvc.exe","Microsoft Corporation","1.78125","2.0.0.7","2.0.0.7","Microsoft Bing Service","Microsoft Bing Service","Process","8",,"False",,"5220","Microsoft.Win32.SafeHandles.SafeProcessHandle","418","11900",".","0","","System.Diagnostics.ProcessModule (BingSvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25648","25648","23269376","23269376","356736","356736","23347200","23347200","47734784","47734784","229609472","229609472","True","Normal","23269376","23269376","00:00:01.0937500","BingSvc","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:10",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7812500","00:00:00.6875000","218992640","218992640","False",,,,"40538112","40538112",,
"BingWallpaperApp","8","701","342474752","70901760","29470720","46744","C:\Users\Anindita\AppData\Local\Microsoft\BingWallpaperApp\BingWallpaperApp.exe","Microsoft Corporation","7.828125","2.0.0.0","2.0.0.0","Bing Wallpaper","Bing Wallpaper","Process","8",,"False",,"3372","Microsoft.Win32.SafeHandles.SafeProcessHandle","701","12148",".","0","","System.Diagnostics.ProcessModule (BingWallpaperApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","46744","46744","29470720","29470720","554968","554968","42483712","42483712","82690048","82690048","353005568","353005568","True","Normal","29470720","29470720","00:00:03.4062500","BingWallpaperApp","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:44:11",,"System.Diagnostics.ProcessThreadCollection","00:00:07.8281250","00:00:04.4218750","342474752","342474752","False",,,,"70901760","70901760",,
"CalculatorApp","8","600","5179637760","1994752","27725824","44344","C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_11.2210.0.0_x64__8wekyb3d8bbwe\CalculatorApp.exe","Microsoft Corporation","1.703125","11.2210.0.0","11.2210.0.0","Calculator","Microsoft Calculator","Process","8",,"False",,"2976","Microsoft.Win32.SafeHandles.SafeProcessHandle","600","7244",".","132376","Calculator","System.Diagnostics.ProcessModule (CalculatorApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","44344","44344","27725824","27725824","909016","909016","30171136","30171136","86446080","86446080","887816192","5182783488","True","Normal","27725824","27725824","00:00:00.7343750","CalculatorApp","15","False","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:59:17",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7031250","00:00:00.9687500","884670464","5179637760","False",,,,"1994752","1994752",,
"chrome","8","315","3485282410496","56442880","27508736","17312","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","4.0625","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","4",,"False",,"5788","Microsoft.Win32.SafeHandles.SafeProcessHandle","315","5596",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17312","17312","27508736","27508736","584840","584840","44036096","44036096","83603456","83603456","2087264256","3485305741312","True","Idle","27508736","27508736","00:00:00.6875000","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:51:54",,"System.Diagnostics.ProcessThreadCollection","00:00:04.0625000","00:00:03.3750000","2063933440","3485282410496","False",,,,"56442880","56442880",,
"chrome","8","276","3485281325056","69292032","35667968","16904","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","3.46875","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","4",,"False",,"5372","Microsoft.Win32.SafeHandles.SafeProcessHandle","276","5768",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16904","16904","35667968","35667968","582944","582944","38076416","38076416","71593984","71593984","2088013824","3485306490880","True","Idle","35667968","35667968","00:00:00.6875000","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 16:58:11",,"System.Diagnostics.ProcessThreadCollection","00:00:03.4687500","00:00:02.7812500","2062848000","3485281325056","False",,,,"69292032","69292032",,
"chrome","8","272","3485284888576","39919616","19578880","16496","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.53125","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","8",,"False",,"4700","Microsoft.Win32.SafeHandles.SafeProcessHandle","272","8428",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16496","16496","19578880","19578880","579440","579440","19910656","19910656","48852992","48852992","2082140160","3485300617216","True","Normal","19578880","19578880","00:00:00.1406250","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:51:40",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5312500","00:00:00.3906250","2066411520","3485284888576","False",,,,"39919616","39919616",,
"chrome","8","1518","2307216052224","164880384","90898432","54504","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","91.328125","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","8",,"False",,"5580","Microsoft.Win32.SafeHandles.SafeProcessHandle","1518","8736",".","394270","HTML TABLE - Google Chrome","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","54504","54504","90898432","90898432","1170928","1170928","175869952","175869952","257077248","257077248","968736768","2307366174720","True","Normal","90898432","90898432","00:00:30.5312500","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:51:35",,"System.Diagnostics.ProcessThreadCollection","00:01:31.3281250","00:01:00.7968750","818614272","2307216052224","False",,,,"164880384","164880384",,
"chrome","8","216","3485246087168","31289344","18653184","15136","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.15625","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","4",,"False",,"1492","Microsoft.Win32.SafeHandles.SafeProcessHandle","216","9884",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15136","15136","18653184","18653184","575560","575560","18849792","18849792","31461376","31461376","394555392","3487907999744","True","Idle","18653184","18653184","00:00:00.1093750","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 17:03:04",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0468750","2027610112","3485246087168","False",,,,"31289344","31289344",,
"chrome","8","333","3486373675008","345382912","303947776","18672","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","31.265625","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","4",,"False",,"5272","Microsoft.Win32.SafeHandles.SafeProcessHandle","333","10076",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18672","18672","303947776","303947776","576056","576056","431230976","431230976","474918912","474918912","-997232640","3486516211712","True","Idle","303947776","303947776","00:00:03.4218750","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 11:04:20",,"System.Diagnostics.ProcessThreadCollection","00:00:31.2656250","00:00:27.8437500","-1139769344","3486373675008","False",,,,"345382912","345382912",,
"chrome","8","376","2306860990464","41988096","18464768","26184","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","39.703125","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","8",,"False",,"4976","Microsoft.Win32.SafeHandles.SafeProcessHandle","376","11008",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26184","26184","18464768","18464768","644936","644936","22016000","22016000","53469184","53469184","521547776","2306918985728","True","Normal","18464768","18464768","00:00:15.9375000","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:51:37",,"System.Diagnostics.ProcessThreadCollection","00:00:39.7031250","00:00:23.7656250","463552512","2306860990464","False",,,,"41988096","41988096",,
"chrome","8","285","2306833666048","23031808","9011200","17808","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","109","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","8",,"False",,"6104","Microsoft.Win32.SafeHandles.SafeProcessHandle","285","11012",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17808","17808","9011200","9011200","635072","635072","11239424","11239424","27115520","27115520","461524992","2306858962944","True","Normal","9011200","9011200","00:00:15.4218750","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 10:12:14",,"System.Diagnostics.ProcessThreadCollection","00:01:49","00:01:33.5781250","436228096","2306833666048","False",,,,"23031808","23031808",,
"chrome","8","867","2307357609984","109223936","137289728","29216","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","122.03125","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","10",,"False",,"3228","Microsoft.Win32.SafeHandles.SafeProcessHandle","867","11476",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29216","29216","137289728","137289728","1098152","1098152","285302784","285302784","309673984","309673984","1025810432","2307423248384","True","AboveNormal","137289728","137289728","00:00:33.6562500","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:51:37",,"System.Diagnostics.ProcessThreadCollection","00:02:02.0312500","00:01:28.3750000","960172032","2307357609984","False",,,,"109223936","109223936",,
"chrome","8","241","2272198852608","7196672","2220032","9512","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.203125","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","8",,"False",,"6084","Microsoft.Win32.SafeHandles.SafeProcessHandle","241","13608",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2220032","2220032","118576","118576","2265088","2265088","7991296","7991296","169541632","2272207241216","True","Normal","2220032","2220032","00:00:00.1250000","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:51:35",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2031250","00:00:00.0781250","161153024","2272198852608","False",,,,"7196672","7196672",,
"chrome","8","212","2306787028992","16945152","12136448","13728","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","0.84375","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","8",,"False",,"3344","Microsoft.Win32.SafeHandles.SafeProcessHandle","212","16036",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13728","13728","12136448","12136448","573744","573744","33292288","33292288","39374848","39374848","406368256","2306803806208","True","Normal","12136448","12136448","00:00:00.2656250","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:51:38",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8437500","00:00:00.5781250","389591040","2306787028992","False",,,,"16945152","16945152",,
"chrome","8","275","3485280276480","47370240","18182144","16768","C:\Program Files\Google\Chrome\Application\chrome.exe","Google LLC","2.265625","108.0.5359.125","108.0.5359.125","Google Chrome","Google Chrome","Process","4",,"False",,"3652","Microsoft.Win32.SafeHandles.SafeProcessHandle","275","16372",".","0","","System.Diagnostics.ProcessModule (chrome.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16768","16768","18182144","18182144","584768","584768","22876160","22876160","52527104","52527104","2078576640","3485297053696","True","Idle","18182144","18182144","00:00:00.5156250","chrome","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 11:04:22",,"System.Diagnostics.ProcessThreadCollection","00:00:02.2656250","00:00:01.7500000","2061799424","3485280276480","False",,,,"47370240","47370240",,
"Code","8","370","2225353113600","145911808","146243584","42224","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","330.6875","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4848","Microsoft.Win32.SafeHandles.SafeProcessHandle","370","448",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","42224","42224","146243584","146243584","525096","525096","693170176","693170176","749477888","749477888","629198848","2225422258176","True","Normal","146243584","146243584","00:02:47.8125000","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:16",,"System.Diagnostics.ProcessThreadCollection","00:05:30.6875000","00:02:42.8750000","560054272","2225353113600","False",,,,"145911808","145911808",,
"Code","8","203","2225288040448","118091776","51318784","13232","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","1.1875","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"5192","Microsoft.Win32.SafeHandles.SafeProcessHandle","203","3316",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13232","13232","51318784","51318784","492384","492384","76488704","76488704","141488128","141488128","629198848","2225422258176","True","Normal","51318784","51318784","00:00:00.1406250","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 17:17:54",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1875000","00:00:01.0468750","494981120","2225288040448","False",,,,"118091776","118091776",,
"Code","8","981","2225675026432","99536896","51634176","40904","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","303.75","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"6116","Microsoft.Win32.SafeHandles.SafeProcessHandle","981","4484",".","1115128","Export-csv.ps1 - Azure_Big_Data_Training_dec_feb - Visual Studio Code [Administrator]","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40904","40904","51634176","51634176","892248","892248","67399680","67399680","116936704","116936704","946384896","2225739444224","True","Normal","51634176","51634176","00:02:18.3437500","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:12",,"System.Diagnostics.ProcessThreadCollection","00:05:03.7500000","00:02:45.4062500","881967104","2225675026432","False",,,,"99536896","99536896",,
"Code","8","264","2225306980352","80982016","184967168","15208","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","8.71875","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"1384","Microsoft.Win32.SafeHandles.SafeProcessHandle","264","6180",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15208","15208","184967168","184967168","493152","493152","312893440","312893440","370212864","370212864","637587456","2225430646784","True","Normal","184967168","184967168","00:00:01.4531250","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:27",,"System.Diagnostics.ProcessThreadCollection","00:00:08.7187500","00:00:07.2656250","513921024","2225306980352","False",,,,"80982016","80982016",,
"Code","8","244","2225342390272","77344768","48390144","16448","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","28.890625","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"7136","Microsoft.Win32.SafeHandles.SafeProcessHandle","244","8068",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16448","16448","48390144","48390144","508216","508216","54276096","54276096","85331968","85331968","629198848","2225422258176","True","Normal","48390144","48390144","00:00:14.1875000","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:16",,"System.Diagnostics.ProcessThreadCollection","00:00:28.8906250","00:00:14.7031250","549330944","2225342390272","False",,,,"77344768","77344768",,
"Code","8","293","2220876001280","41005056","13430784","16760","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","2.5625","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"5708","Microsoft.Win32.SafeHandles.SafeProcessHandle","293","8096",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16760","16760","13430784","13430784","503240","503240","14028800","14028800","43749376","43749376","453406720","2220951498752","True","Normal","13430784","13430784","00:00:01.5781250","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:13",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5625000","00:00:00.9843750","377909248","2220876001280","False",,,,"41005056","41005056",,
"Code","8","402","2234003197952","99926016","61440000","19504","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","75.5","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"5132","Microsoft.Win32.SafeHandles.SafeProcessHandle","402","8524",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19504","19504","61440000","61440000","515040","515040","135888896","135888896","186433536","186433536","654495744","2234037489664","True","Normal","61440000","61440000","00:00:15.4375000","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:16",,"System.Diagnostics.ProcessThreadCollection","00:01:15.5000000","00:01:00.0625000","620204032","2234003197952","False",,,,"99926016","99926016",,
"Code","8","698","2221307203584","149065728","143654912","27504","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","879.453125","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","10",,"False",,"3992","Microsoft.Win32.SafeHandles.SafeProcessHandle","698","9160",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27504","27504","143654912","143654912","996816","996816","164429824","164429824","171941888","171941888","837947392","2221336039424","True","AboveNormal","143654912","143654912","00:02:55.5937500","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:13",,"System.Diagnostics.ProcessThreadCollection","00:14:39.4531250","00:11:43.8593750","809111552","2221307203584","False",,,,"149065728","149065728",,
"Code","8","544","2244821192704","363565056","339648512","24408","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","2530.140625","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"5292","Microsoft.Win32.SafeHandles.SafeProcessHandle","544","11444",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","24408","24408","339648512","339648512","713760","713760","346308608","346308608","371757056","371757056","-1443758080","2249119105024","True","Normal","339648512","339648512","00:03:13.5937500","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:13",,"System.Diagnostics.ProcessThreadCollection","00:42:10.1406250","00:38:56.5468750","-1446703104","2244821192704","False",,,,"363565056","363565056",,
"Code","8","193","2225333665792","75784192","24662016","14536","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","2.46875","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"7092","Microsoft.Win32.SafeHandles.SafeProcessHandle","193","12532",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14536","14536","24662016","24662016","491248","491248","28864512","28864512","83677184","83677184","629198848","2225422258176","True","Normal","24662016","24662016","00:00:01.4375000","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:18",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4687500","00:00:01.0312500","540606464","2225333665792","False",,,,"75784192","75784192",,
"Code","8","237","2220832960512","26808320","11042816","13096","C:\Users\Anindita\AppData\Local\Programs\Microsoft VS Code\Code.exe","Microsoft Corporation","0.0625","1.74.2","1.74.2","Visual Studio Code","Visual Studio Code","Process","8",,"False",,"4072","Microsoft.Win32.SafeHandles.SafeProcessHandle","237","15564",".","0","","System.Diagnostics.ProcessModule (Code.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13096","13096","11042816","11042816","468008","468008","11194368","11194368","28176384","28176384","368422912","2220866514944","True","Normal","11042816","11042816","00:00:00.0468750","Code","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0156250","334868480","2220832960512","False",,,,"26808320","26808320",,
"conhost","8","103","2203407659008","6721536","1495040","8008","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","9.90625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4988","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","2112",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8008","8008","1495040","1495040","108472","108472","1523712","1523712","6840320","6840320","90484736","2203408707584","True","Normal","1495040","1495040","00:00:04.6875000","conhost","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 10:09:09",,"System.Diagnostics.ProcessThreadCollection","00:00:09.9062500","00:00:05.2187500","89436160","2203407659008","False",,,,"6721536","6721536",,
"conhost","0","103","2203400368128","1884160","6377472","6784","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4532","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","4980",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","6784","6784","6377472","6377472","80384","80384","6463488","6463488","11075584","11075584","83718144","2203401940992","True","Normal","6377472","6377472","00:00:00","conhost","15","True","0","System.Diagnostics.ProcessStartInfo","15-12-2022 18:12:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0312500","82145280","2203400368128","False",,,,"1884160","1884160",,
"conhost","8","266","2203479801856","14004224","5296128","13584","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","11.65625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5168","Microsoft.Win32.SafeHandles.SafeProcessHandle","266","7148",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13584","13584","5296128","5296128","224984","224984","7348224","7348224","19910656","19910656","164204544","2203482427392","True","Normal","5296128","5296128","00:00:09.1406250","conhost","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 09:20:28",,"System.Diagnostics.ProcessThreadCollection","00:00:11.6562500","00:00:02.5156250","161579008","2203479801856","False",,,,"14004224","14004224",,
"conhost","8","103","2203421470720","6148096","6496256","7192","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4304","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","7872",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7192","7192","6496256","6496256","121136","121136","6557696","6557696","11837440","11837440","104296448","2203422519296","True","Normal","6496256","6496256","00:00:00","conhost","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00.0156250","103247872","2203421470720","False",,,,"6148096","6148096",,
"conhost","8","103","2203421470720","6193152","6492160","7192","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"6416","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","11988",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7192","7192","6492160","6492160","121136","121136","6582272","6582272","11841536","11841536","104820736","2203423043584","True","Normal","6492160","6492160","00:00:00.0156250","conhost","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","103247872","2203421470720","False",,,,"6193152","6193152",,
"conhost","8","103","2203407659008","6553600","1355776","7880","C:\WINDOWS\system32\conhost.exe","Microsoft Corporation","0.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft? Windows? Operating System","Process","8",,"False",,"5200","Microsoft.Win32.SafeHandles.SafeProcessHandle","103","13268",".","0","","System.Diagnostics.ProcessModule (conhost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7880","7880","1355776","1355776","108472","108472","1384448","1384448","6828032","6828032","90484736","2203408707584","True","Normal","1355776","1355776","00:00:00.0468750","conhost","15","True","8","System.Diagnostics.ProcessStartInfo","22-12-2022 07:49:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0625000","89436160","2203407659008","False",,,,"6553600","6553600",,
